Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,St. Kitts and Nevis,KNA,0.01317839,0.01238813,0.01168663,0.01140908,0.88557326,0.07970157,0.0076925,0.19072295,3.42512973,3.54024937,1.47499514,1.728608,2.69269441,3.42952924,0.80416972,0.00533925,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,St. Lucia,LCA,0.07125539,0.06952722,0.27346399,0.41263157,0.63722985,0.24891894,0.57044771,1.81991996,0.89016606,2.34422474,4.56807858,1.69877243,17.2020613,12.55227996,7.65805223,5.45560115,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,St. Vincent and the Grenadines,VCT,0.91929854,0.28473801,0.24618338,0.23459967,0.22812132,0.22012443,1.06325859,3.0947422,2.65411148,2.56862722,6.44620754,4.33125917,3.99432482,1.50923877,1.88096096,6.38549425,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Sudan,SDN,..,..,..,1.47533426,1.40056022,2.67882588,4.53977509,2.68199234,2.47652742,3.6583945,3.01768991,8.13577115,4.28994083,5.0811312,3.69378373,1.9375,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Suriname,SUR,14.37250392,11.03831258,10.39366201,13.17225823,12.35953218,13.00049481,9.44898444,8.0620121,7.9859778,8.64037828,9.54632021,5.50242049,5.24354394,4.59253269,3.25795421,8.46272732,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Syrian Arab Republic,SYR,0.14321572,0.20714676,0.42535233,0.30373819,0.27072579,0.15733551,1.5687917,0.743444,0.83892473,1.13264915,1.20831479,1.41886035,1.02053536,..,..,..,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Tajikistan,TJK,..,..,..,10.08159012,8.56228329,13.46674608,11.10740038,9.4716056,8.00672852,11.61027793,8.81966301,14.31376722,8.50946107,8.19512314,8.57434346,8.4360839,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Tanzania,TZA,38.88940575,32.15627318,27.87078983,27.43993655,27.39214333,28.9037766,42.40001888,42.80343929,40.1859182,35.35241326,39.41906052,42.7409468,48.33276466,45.67919179,43.09155262,36.63676528,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Thailand,THA,0.00790572,0.02012953,0.21093089,0.18176173,0.17912402,0.0572333,0.05589578,0.05339805,0.1296741,0.07150753,0.13035235,0.19192515,0.1312532,0.31129318,0.33892401,0.32665459,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Timor-Leste,TLS,..,..,0,13.20743593,26.16590725,26.57194316,38.03955568,64.4159334,39.69266208,46.7044921,37.56890071,37.93414496,31.15748286,34.22946107,21.56580434,27.18357064,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Togo,TGO,4.5623837,5.16534021,5.70840614,6.63784086,7.89998889,8.99396389,10.43756697,11.76772927,12.68255704,11.89992434,5.98518884,8.62565878,10.81376221,16.73473065,16.1789633,15.18121507,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Tonga,TON,27.97327758,25.86790073,22.60027715,21.64978364,31.25057719,26.26139571,34.26665561,26.17120143,40.10137975,15.31938995,25.21880479,23.9721963,34.83989187,28.0500043,30.16032523,38.94408608,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Trinidad and Tobago,TTO,0.00160178,0.15569077,0.10005546,0.07845997,0.11853881,0.16194246,0.18057001,0.62007217,0.80376684,0.39091187,1.04353176,1.03479449,0.28875273,0.24551454,0.2131476,0.17663409,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Tunisia,TUN,0.10095035,0.09090243,0.08141979,0.07250696,0.06416482,0.06327632,0.31366951,0.55569485,0.796727,1.02423038,1.19836948,1.38067672,0.09904424,0.10349941,0.06080653,0.42476387,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Turkey,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Turkmenistan,TKM,..,..,..,0.23463743,0.10487073,0.10468623,0.11767595,0.17343992,0.26290033,0.30112383,0.21658852,0.45503188,0.43405148,0.16067231,0.28281062,0.24279443,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Tuvalu,TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Uganda,UGA,27.39547394,25.76827613,19.81365591,12.38538531,19.67827102,23.15331358,22.91724159,21.19968434,21.98502899,21.40687275,50.00194875,46.45657,37.53445506,35.97453943,36.43534853,39.86033971,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Ukraine,UKR,..,..,..,0,0,0,0.50613659,0.67559606,0.69184233,0.82956937,0.81017064,0.48677875,0.61340943,0.69027388,1.07969579,2.43716848,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00944119,0.00969522,0.00998088,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,United States,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Uruguay,URY,0.02392876,0.02228811,0.02114956,0.21587373,1.05854083,0.05801039,1.80634411,0.04583003,0.0669806,0.04183775,0.0429177,0.08834159,0.19807473,0.08183314,0.07873784,0.08985152,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Uzbekistan,UZB,..,..,..,4.65678613,3.13854543,4.46509381,2.24237042,2.14786792,1.80491741,1.77159631,1.85796509,2.16554618,1.55888008,1.96813325,0.9691743,1.25531666,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Vanuatu,VUT,6.53469546,30.24643996,21.58926698,34.49418214,37.17870097,37.93749869,39.94443201,34.88018331,35.56000046,41.57750507,40.63611014,38.91279055,43.08419637,24.0553302,22.11883058,4.94106492,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,"Venezuela, RB",VEN,0.08566729,0.07229491,0.11155006,0.05077001,0.02241399,0.01626016,0.0536706,0.02657476,0.01219785,0.00957722,0.01736728,0.0132819,0.01570968,0.00871348,0.00578597,0.00344851,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Vietnam,VNM,2.53028528,2.09665467,2.56031584,2.47047859,2.70642191,2.41255371,2.25607311,2.28440782,2.18795258,2.11388314,2.27620438,2.12233601,2.09494531,2.36635246,3.19134156,2.15666148,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,"Yemen, Rep.",YEM,3.17680504,2.81044611,2.54538633,1.85772398,2.4358698,2.07180615,3.49662454,2.87722297,2.85374025,3.40645125,2.6483937,3.97569383,3.52123984,4.66652413,6.38128111,7.78418827,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Zambia,ZMB,29.57601089,28.73383942,36.8610727,37.04993157,29.69029348,41.6183025,24.03281962,26.59380765,38.52635815,46.52541188,39.08725466,29.98491181,27.22808821,27.10982501,26.08802285,24.27665019,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,25.88832453,21.44775198,18.75556187,16.68604737,34.57101884,24.25624516,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Afghanistan,AFG,..,..,85.37560574,86.06919176,84.527591,78.97008684,76.82497587,78.16998663,75.40338818,72.77924343,78.99665105,73.25516892,74.48620936,72.04786271,73.0559213,78.38229648,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Albania,ALB,64.61812282,63.30567259,64.11598815,60.04996119,54.37229782,52.46653503,52.01092656,54.3782796,50.31221392,42.49577012,47.77721308,48.32571662,52.87143352,55.15620177,55.91147686,56.92546989,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Algeria,DZA,25.79451389,21.66852471,22.52488338,21.14863711,26.09432671,28.09361341,29.12135964,28.08858198,26.14695866,27.44950756,28.88244262,27.87346601,25.71587862,27.56191799,26.65853292,28.09868089,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Andorra,AND,47.89478832,47.42711324,46.55177372,47.09025522,47.27248371,44.23328321,44.21609269,43.56980134,40.80273707,38.61605643,37.1191822,36.66748586,36.47407051,30.91053493,36.60632349,36.39415667,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Angola,AGO,25.00984887,39.80476227,47.67966,45.93369056,44.54265626,39.75497308,28.6662658,28.34114838,21.62640456,15.4836034,19.32270865,17.97775296,17.58494104,21.33672806,26.84926478,33.3877968,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Antigua and Barbuda,ATG,26.74418605,27.65957447,27.15184161,28.52911286,29.70147367,26.13582259,24.57659906,23.29594334,22.39553733,24.41251724,23.17865676,22.44996294,25.27741367,24.33895722,21.14042048,24.25267908,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Argentina,ARG,49.05465574,49.11223003,48.41631786,33.7957229,34.13302332,39.49516446,37.19679484,34.71809573,31.37312065,29.02464724,25.14125301,23.83620346,19.06705751,19.01566519,18.79423677,17.62807614,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Armenia,ARM,74.35529339,63.41492343,65.24244072,68.55632432,77.92576479,72.41735996,63.00452452,61.73206674,59.17398927,54.70512027,62.1307487,46.27378409,71.29481328,78.21917099,74.6771409,81.62987756,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Australia,AUS,20.99717685,20.43904871,19.91993963,19.1476338,19.21872515,19.64306381,19.74943273,19.00256784,19.04160957,19.05282986,19.7492765,19.17248508,19.93432788,19.71550207,19.55829502,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Austria,AUT,17.82221922,18.46295775,18.61328643,18.88836898,18.59364815,18.56121442,18.2434422,18.2031812,17.47579874,17.40195828,17.71909569,17.83199796,17.82752685,18.23888657,18.07799852,17.9240277,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Azerbaijan,AZE,77.02137749,76.74212364,78.37601283,84.72153997,85.24080889,87.54094077,84.12434894,78.38622938,78.42306478,74.32594901,75.20673088,73.0156917,72.59938018,73.44084622,75.57465592,78.62708766,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,"Bahamas, The",BHS,21.3622291,21.14803625,23.07692308,25.06527415,26.61870504,29.86725664,27.91127542,30.17241379,29.33333333,28.25342466,28.86247878,28.68988391,29.01716069,29.14012739,31.04,27.7607362,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bahrain,BHR,22.77478641,23.41819697,23.50124597,23.35854198,24.20800043,23.09401328,22.24195419,20.55369978,19.0345576,19.10227186,19.51413794,20.07428529,26.78308437,26.94701685,25.2442989,25.09934163,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bangladesh,BGD,61.09532405,65.14016112,62.29359102,62.38762927,62.50523731,64.85485995,65.07526493,65.81632735,67.16354026,67.23670186,67.2104023,67.3722294,67.46909905,68.51466512,69.93145731,71.81633672,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Barbados,BRB,39.35481872,38.02186311,36.4529363,35.78216008,36.23018896,36.89333489,36.66384096,36.71001547,35.17932132,36.07481233,37.90499645,42.01330226,38.399767,41.47149049,44.35199557,45.16694289,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Belarus,BLR,16.01373017,20.72087122,23.02361052,20.16473489,19.222986,21.78304154,24.38873666,25.79533789,29.83945204,29.83541196,20.94691392,28.16558539,29.50257373,32.35409982,33.30724226,34.54332662,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Belgium,BEL,..,..,..,20.65604108,18.74855396,18.10151131,18.75898055,19.2340214,18.47504133,18.29100069,18.30431069,18.30353855,17.96744472,18.13393393,18.15579792,17.56719221,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Belize,BLZ,39.33203533,34.73211016,36.09428468,34.41053499,34.53831016,32.26618869,29.18124395,26.56213064,26.12113141,24.60153808,23.77611143,23.32537434,24.0396041,24.35958853,23.97529799,22.65351825,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Benin,BEN,51.97557083,49.38781303,52.35353751,52.8327382,50.93735973,50.89409454,50.30029517,48.92545027,47.19408066,45.97591774,44.83201048,43.45280562,37.41546462,42.31209265,44.0125428,40.49658741,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bhutan,BTN,11.2461762,11.08154111,11.65467039,19.71344255,18.65729789,18.90086062,18.1911415,16.63036938,16.25649601,16.71692882,16.60396188,16.44367366,21.32818011,21.17764088,21.81756984,19.79402051,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bolivia,BOL,32.73591182,32.39293495,33.25245065,31.16046669,31.71501453,30.47652817,31.15550619,29.56644497,29.21820261,28.81768504,31.90131858,31.04760653,32.71595725,33.41589783,29.49060231,25.92191462,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bosnia and Herzegovina,BIH,42.61679418,39.48892785,36.71559202,30.38417219,42.49550671,45.11312481,44.92145191,44.18597104,43.67843635,30.54391213,29.99481546,29.44519978,29.17785103,28.96248703,28.70711623,28.63505703,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Botswana,BWA,11.19661985,9.40541472,11.7589417,8.60145062,6.7975254,6.43953575,5.57847048,4.47468313,4.35492945,4.73359076,5.14642878,4.62235932,5.03824591,5.42365474,5.33595677,5.26085,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Brazil,BRA,36.42684251,37.54445716,36.05033583,35.40688187,35.16860676,35.84711099,34.33046572,33.06390944,30.84493548,31.12651708,29.28087995,29.19081818,29.37759733,28.13558765,28.0617721,28.28982309,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Brunei Darussalam,BRN,15.83131342,16.80674643,16.41055086,17.05133911,16.90947855,16.33396764,14.68852216,12.78499927,10.1082283,9.49939725,8.26134884,8.4718688,8.85192896,8.41866884,6.48644054,6.0119631,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bulgaria,BGR,40.37570139,43.70612921,39.79439562,38.06082961,39.20325986,38.86741293,42.64740564,42.59270155,42.62918785,44.36734393,43.14134283,44.51131156,47.86440396,47.16653996,45.81277224,47.66826791,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Burkina Faso,BFA,42.16008134,42.72938466,38.27582797,33.38692707,30.43884064,30.7122559,30.85259902,27.39347176,30.95700956,31.44069108,30.16873262,33.06054437,34.2684263,34.15064882,34.11343656,36.10666345,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Burundi,BDI,45.67652359,43.00583782,43.69565998,44.35223496,36.43239095,39.73262657,37.83359429,37.12494701,35.37757252,31.05252062,28.20030608,24.60705498,22.40234724,20.86187022,21.62912442,19.0665516,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Cabo Verde,CPV,25.25918915,23.3310828,23.52381464,24.17235367,23.83398659,24.59075438,23.79957368,22.91623247,24.45169155,24.22958638,28.08190474,25.8929292,24.89601957,26.3113433,25.30909073,23.17075171,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Cambodia,KHM,70.1577885,66.46746151,65.25799787,55.28330374,50.99152522,59.20790142,53.97698844,48.6776036,51.07616188,50.5034465,51.76700285,59.74188115,60.47091386,62.4775078,62.9468317,59.36331423,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Cameroon,CMR,77.43001155,74.89511832,72.85498021,72.99537472,76.00624321,76.58249403,77.09382218,76.65479863,78.79976729,74.4190697,71.73981177,51.44400444,70.26735084,71.40277583,70.87862203,69.74412434,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Canada,CAN,16.60520987,15.92599507,15.90833861,15.25148088,15.28786929,15.36829459,15.84293433,15.54477673,15.40203481,15.02722624,15.49268359,14.70710214,14.51796589,14.42376672,14.47694552,14.58492763,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Central African Republic,CAF,56.53360023,58.86994724,56.83062313,49.71875753,54.09284496,44.81169124,45.32995526,37.43876602,39.1935614,39.61168668,45.7339718,44.50695261,45.66956843,39.30642985,42.4835298,39.6015329,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Chad,TCD,56.27196197,58.26092795,64.73538541,47.41553034,51.01406777,56.22251157,63.66035837,64.91826706,68.81594788,65.01296953,67.58454133,60.77016029,64.05858548,49.73272737,52.3256217,56.37072014,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Chile,CHL,42.81496593,42.61519276,42.48400516,42.76383502,41.84411589,42.47087186,40.74997683,39.18727481,37.43042556,34.58894234,34.4676282,34.49926233,33.40764267,32.86746578,32.70209768,32.24071405,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,China,CHN,59.90498148,62.22755165,60.126242,58.31157129,56.7403271,55.654763,52.74446896,46.95322232,43.14613395,40.79643551,38.51432389,37.70496033,37.23984859,36.93548843,35.15843667,32.38629624,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Colombia,COL,13.18518873,13.49747422,11.76100566,8.65049775,15.26016973,18.07693877,19.6977637,21.64654031,23.48730387,20.47759179,19.53849445,17.45315399,16.53684759,15.68748473,17.24920288,18.29434999,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Comoros,COM,82.12648065,83.61632464,78.70334977,79.11819521,79.56523561,79.98524107,80.35708183,80.64834145,80.94499823,81.52303223,78.49199145,70.39695333,78.07543261,76.10646023,76.47745565,74.81435289,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,"Congo, Dem. Rep.",COD,55.02726335,71.798944,71.50885521,60.87482132,63.24967052,59.6143167,59.34852289,54.7303129,45.17922902,40.51434165,37.1113891,38.5217806,39.63495733,39.43297053,38.71640609,37.42670841,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,"Congo, Rep.",COG,52.69972395,45.78503177,61.4227081,61.43461656,55.60840617,51.978612,48.68207122,49.1567626,37.8508119,50.37175922,42.15446621,41.09134584,39.66907366,41.44997243,38.21372413,43.84371093,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Costa Rica,CRI,31.82390774,32.03182189,30.80615546,30.83632233,32.13118884,32.79625671,31.08621574,30.93774947,29.55152094,26.47463298,25.4374952,24.87467635,23.62884401,21.83812575,23.34920995,21.48575441,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Cote d'Ivoire,CIV,58.50458561,54.96354683,49.04938448,52.81424849,55.29769813,60.38575189,62.26814707,63.70730581,61.25314003,59.18278712,58.1011609,60.18835644,53.67714998,56.86782014,52.29804246,36.01868035,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Croatia,HRV,13.86125003,14.3898941,18.63236522,16.64276556,18.12159557,13.3905975,13.31465639,12.39423592,14.51390801,13.74662955,13.95677864,12.05216744,11.47245095,12.0671738,14.98148676,15.15617414,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Cyprus,CYP,55.86018313,55.18530202,52.76921708,48.56432152,51.02367732,51.24283373,49.74003956,50.36020527,51.36638579,49.93459905,40.95311671,42.79951866,44.05083497,43.11855767,44.77864285,43.88679552,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Czech Republic,CZE,10.19750658,10.64326621,10.00170304,10.36722433,10.70501415,11.09285227,11.64602423,13.63102535,16.13297069,15.05053904,15.25087462,15.02145876,15.29148838,13.58585395,14.08199213,14.82839462,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Denmark,DNK,15.35643214,15.11594791,14.7283853,14.55719456,14.87114086,14.70920756,14.52642908,14.56182547,14.11779811,13.68460563,13.6960201,14.48853058,14.1212579,13.74989736,13.96037924,13.72279238,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Djibouti,DJI,51.3324659,54.7303422,42.81144253,36.94394741,41.30123926,41.67883187,37.76251637,35.84453327,31.61331961,30.16868952,29.03930936,24.22880566,22.94796629,24.05808347,22.65952631,20.38418935,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Dominica,DMA,28.29620243,28.76929909,29.10088074,29.74293124,29.98424668,33.11691118,30.76046205,32.93648816,33.38757007,29.37279789,29.63702791,32.65018292,29.73058064,31.69798901,30.16931101,28.41137397,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Dominican Republic,DOM,65.51787916,63.78323797,61.91912802,64.42558994,62.25455995,53.87615797,54.74829284,47.68990075,43.60169653,42.82155515,43.91645805,42.44401495,42.86121219,43.08975947,43.31021393,43.67931548,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Ecuador,ECU,63.88641364,61.23525211,62.8635636,62.23553972,61.04936868,63.01199516,61.12557435,53.55888192,54.49905014,52.8022469,49.48545348,45.07678099,43.19905006,42.40789132,41.42527062,43.712133,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,"Egypt, Arab Rep.",EGY,62.48934841,63.8256088,63.76679572,65.40507543,64.55257,64.58325858,60.41719664,60.3274921,61.82380216,60.43681227,62.62810294,60.49510467,62.98622951,61.2108193,59.03896572,61.95896546,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,El Salvador,SLV,51.85397007,50.81310219,49.83055788,49.18271241,46.42324112,43.05258275,33.5952579,36.22874515,35.81887813,34.71976192,33.62592843,32.06227064,32.38536708,28.43016803,28.83452156,27.8613868,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Equatorial Guinea,GNQ,75.60638258,80.43886054,62.96143421,52.77660628,43.71769459,40.82531127,61.56781419,59.8248299,54.7258356,61.35285535,68.76304539,67.91453183,62.723478,67.34064515,71.36029663,71.98487268,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Eritrea,ERI,50.4166087,48.38340577,43.44176291,38.93305608,35.13972101,35.23891432,34.54866794,44.09306151,37.67410174,47.59939224,49.42951544,48.72714439,52.39501999,53.8198017,51.24136527,52.37534763,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Estonia,EST,20.36461765,19.24532369,20.55887301,20.58556695,21.44564861,20.53408582,25.34640721,22.23352478,20.72101277,20.3366665,21.92338557,21.56001447,21.51796393,22.60907091,22.62116839,22.77200698,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Eswatini,SWZ,18.52517986,18.49922781,18.25892968,15.95370691,15.97686088,14.83563486,13.8830285,13.70843893,12.01206526,12.29983535,10.75727858,10.66967734,12.07187036,11.72222156,11.5187515,11.31262285,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Ethiopia,ETH,35.95529877,34.41197252,37.18597837,34.26617209,34.74138545,31.34029734,35.43102274,34.38055605,38.47733449,38.39601236,42.04464393,46.11511679,41.864996,42.40406842,38.47412408,37.81040625,..,..
